Image,PSNR,SSIM,MAE
Patient_009_6_aug_2,42.30845035693294,0.9901444431475587,0.001048687704248366
Patient_009_6_aug_3,42.13588102144171,0.9889041833957167,0.001370019850388072
Patient_010_5_aug_1,36.904072652200355,0.9834180654560951,0.002193475860396242
Patient_010_5_aug_2,29.26391077668039,0.9641429647279542,0.005831869287428512
Patient_010_5_aug_3,33.149941947546665,0.982998709852064,0.003489954331341911
Patient_010_6_aug_1,34.985946287073986,0.9646614287404711,0.004186872095843547
Patient_010_6_aug_2,30.887193930533392,0.9387738724650694,0.007583079618566177
Patient_010_6_aug_3,38.30047207448895,0.9884603786695193,0.0015975852417790034
Patient_011_4_aug_1,34.261635586537636,0.9792628153913178,0.0032317716311785136
Patient_011_4_aug_2,29.27674285645982,0.9334865691297384,0.007061448440053106
Patient_011_4_aug_3,35.39026438025563,0.9659178442054305,0.0032004761540032687
Patient_011_5_aug_1,33.58795769232365,0.9548738835200493,0.004883211422589869
Patient_011_5_aug_2,35.69678936495737,0.9736131164087976,0.004425328073937909
Patient_011_5_aug_3,32.49292353923543,0.9605306500581139,0.005086302913092321
Patient_011_6_aug_1,35.16177317729482,0.9785325830387762,0.003091909371170343
Patient_011_6_aug_2,31.934756017388533,0.9800026023704113,0.0036703271803513065
Patient_011_6_aug_3,35.16867725000887,0.981541821494547,0.0028469509548611108
Patient_012_1_aug_1,37.51603561156364,0.9828910115046631,0.002280221577563317
Patient_012_1_aug_2,35.13999146874481,0.9826589591223088,0.0029810088911866824
Patient_012_1_aug_3,37.885221759723684,0.984780383611053,0.0022098316865808826
Patient_012_2_aug_1,33.42122566279808,0.9545750026850727,0.004815833397160948
Patient_012_2_aug_2,33.67391070432755,0.9819275704928541,0.0026206820618872545
Patient_012_2_aug_3,34.4171181143162,0.959604131430171,0.004113211039624184
Patient_012_3_aug_1,33.17691551789937,0.9441049400567194,0.005807574901705473
Patient_012_3_aug_2,34.031016516165266,0.9795012845138696,0.003377438214869282
Patient_012_3_aug_3,33.06959536674376,0.9578860393164547,0.005668969247855392
Patient_013_4_aug_1,31.67616043809592,0.9748139109567067,0.0043965458090788395
Patient_013_4_aug_2,38.50675943797629,0.9859920207266138,0.0024003371693729577
Patient_013_4_aug_3,33.59290171622834,0.9788362837279482,0.004291429706648284
Patient_013_5_aug_1,34.84991687717914,0.9839469397781029,0.004486044092116013
Patient_013_5_aug_2,35.84394104358016,0.9757486208816676,0.0026790045445261447
Patient_013_5_aug_3,31.780161360642893,0.9814892653682014,0.003955337424683414
Patient_013_6_aug_1,32.0114923577539,0.9835325064137376,0.0035811679815155218
Patient_013_6_aug_2,32.4908378894055,0.9856787219176874,0.0032807593252144607
Patient_013_6_aug_3,35.0291855522027,0.9627340137923737,0.003616672092013889
Patient_014_3_aug_1,36.62457133249488,0.9684217432414525,0.0027319016799428105
Patient_014_3_aug_2,32.50211376683446,0.9789429007151543,0.004038811976613562
Patient_014_3_aug_3,38.50536022160277,0.9796759697095663,0.0020976147620506533
Patient_014_4_aug_1,33.742097812371775,0.9653089892716394,0.0036257276348039204
Patient_014_4_aug_2,34.422420065769515,0.96339548045514,0.004730324340022468
Patient_014_4_aug_3,30.25738976216019,0.9811189929220244,0.0038478078405841496
Patient_015_5_aug_1,37.16093660374319,0.986085799846346,0.002447789011437909
Patient_015_5_aug_2,34.22068289043723,0.9693919248766502,0.004190482345281864
Patient_015_6_aug_1,32.512920925432844,0.9889289436302748,0.002990184110753677
Patient_015_6_aug_2,30.435397770277497,0.9858802592076833,0.003250321531607434
Patient_015_6_aug_3,34.970406155480624,0.9641149313369913,0.004073159211601308
Patient_015_7_aug_1,32.37427994928048,0.9662414611036058,0.005286163130616829
Patient_015_7_aug_2,31.21893239566518,0.9871598196774424,0.0031292086333231197
Patient_015_7_aug_3,33.92948386805611,0.9840946377641299,0.002936050315308415
Patient_016_3_aug_1,33.18571886598738,0.9572850729811355,0.005370375689338235
Patient_016_3_aug_2,35.233759693445165,0.9813540492645852,0.003509481592116013
Patient_016_3_aug_3,33.538658823284166,0.9724926017355742,0.0042782054227941185
Patient_017_4_aug_1,37.12344758476477,0.9811794999560156,0.002217251646752451
Patient_017_4_aug_2,32.99292119139379,0.9781817815378918,0.00407662983813317
Patient_017_4_aug_3,35.5953031001837,0.9781262509707908,0.002813441457312092
Patient_017_5_aug_1,33.42232439774895,0.9788875039606549,0.00326739541845384
Patient_017_5_aug_2,30.805686026274024,0.9697696933599373,0.005630174025990605
Patient_017_5_aug_3,32.51066274911974,0.9700323459491947,0.005639030107485703
Patient_017_6_aug_1,35.241074487327566,0.9687253663415994,0.003469569386999593
Patient_017_6_aug_2,35.52858572816577,0.9837030473497682,0.0033320607702716503
Patient_017_6_aug_3,33.96310028125638,0.9765952038085267,0.0044498019748263895
Patient_017_7_aug_1,35.453097671970696,0.9752341636368588,0.0027801513671874994
Patient_017_7_aug_2,37.969834723594246,0.9860047905042549,0.0017731909658394605
Patient_017_7_aug_3,28.46385790940154,0.9383299127078707,0.007931957369536355
Patient_018_6_aug_1,29.338998555596426,0.8861391840760643,0.014886235255821079
Patient_018_6_aug_2,37.180660352109165,0.9826970352796168,0.0028797822840073493
Patient_018_6_aug_3,35.397905503763766,0.9512160129812818,0.005051875893586601
Patient_018_7_aug_1,40.55980152172304,0.9907351442001291,0.0014477299708946078
Patient_018_7_aug_2,39.077548955356974,0.9860503997662625,0.002159188463796978
Patient_018_7_aug_3,32.7062068260161,0.9513531824788809,0.005650199940002043
Patient_018_8_aug_1,36.132788486341255,0.9760246685567889,0.002449404647926879
Patient_018_8_aug_2,31.369898139915104,0.9245206573437242,0.007414873908547794
Patient_018_8_aug_3,30.835443648662878,0.9192124612277834,0.007970114315257352
Patient_019_1_aug_1,33.959077329897966,0.9651032732702561,0.003489415785845588
Patient_019_1_aug_2,29.517178556523227,0.9790610753357732,0.007846587935304327
Patient_019_1_aug_3,33.9364737803254,0.9856335853850462,0.002911855660232842
Patient_019_3_aug_2,30.360933061257313,0.9696070054204059,0.008532714843749999
Patient_019_3_aug_3,37.346224070026196,0.9794861734999262,0.0021260978349673205
Patient_020_1_aug_1,37.38516318000687,0.979336756736486,0.001993535858353758
Patient_020_1_aug_2,34.7077557290126,0.9686017606509533,0.0032994887408088224
Patient_020_1_aug_3,32.799897060505764,0.939881647074898,0.006132676866319444
Patient_020_2_aug_1,37.750504119660484,0.9869241419626862,0.003928210688572303
Patient_020_2_aug_2,32.83047453063731,0.9847059928362806,0.004314068563623366
Patient_020_2_aug_3,33.52497860725025,0.958981031907085,0.005872120576746323
Patient_020_3_aug_1,33.184940778499076,0.9887655392981783,0.002354201771854575
Patient_020_3_aug_2,32.90441174483496,0.9670995608758414,0.004971133961397059
Patient_020_3_aug_3,40.802839432956816,0.9914099059298934,0.0013561772365196078
Patient_021_5_aug_1,34.20043311011329,0.9839918663320208,0.0026655608532475494
Patient_021_5_aug_2,33.362598464371764,0.9841522207435972,0.0027133318333843956
Patient_021_5_aug_3,37.391726239121596,0.9821352857390622,0.002235422570720996
Patient_022_1_aug_1,38.58063451178539,0.9909700042141175,0.001474936491523693
Patient_022_1_aug_2,35.78182251835917,0.9766077212007098,0.0026092529296875
Patient_022_1_aug_3,37.43029146852208,0.9894205183008423,0.001703618866166258
Patient_022_2_aug_1,35.13247711261417,0.979508361598135,0.0032988504646650333
Patient_022_2_aug_2,29.85878091811571,0.9579107950758355,0.004943767871732026
Patient_022_2_aug_3,38.875842373643735,0.9906066689488348,0.0015890084060968138
Patient_022_3_aug_1,32.73967988520232,0.9833591410062464,0.00336138158062704
Patient_022_3_aug_2,30.931603616639265,0.9305654048147636,0.007203305313010622
Patient_022_3_aug_3,34.11282796362481,0.9757400581804002,0.003215336020475898
Patient_023_2_aug_1,39.03017540614623,0.9889134548254903,0.00151010151782067
Patient_023_2_aug_2,39.048648066730095,0.991047458471299,0.001970737432342729
Patient_023_2_aug_3,36.15542940895984,0.9881490740489722,0.001963337418300654
Patient_023_3_aug_1,35.39705556425926,0.9833560548323002,0.002324282577614378
Patient_023_3_aug_2,32.56081499385423,0.9371868076450118,0.006305370455473855
Patient_023_3_aug_3,38.20244837986482,0.9895965203123923,0.002029518675959968
Patient_023_4_aug_1,33.346873711186625,0.9454977504288195,0.005642979441125407
Patient_024_5_aug_1,34.58889123837214,0.9667818427570812,0.003684808070363562
Patient_024_5_aug_2,36.141087402906464,0.9839615661617391,0.0030329087201286763
Patient_024_5_aug_3,32.12206363694585,0.9479798785714596,0.00639187681908701
Patient_024_6_aug_1,40.45749627578502,0.9909265855554326,0.0012434417126225492
Patient_024_6_aug_2,35.40230147387062,0.9855801145541084,0.003930225247651144
Patient_024_6_aug_3,29.198021368151124,0.9440137391250137,0.0073269713158700955
Patient_025_4_aug_1,36.100817552349646,0.9852834155142328,0.002708564708435458
Patient_025_4_aug_3,29.971735652385355,0.9718586641196413,0.007382281932955475
Patient_025_5_aug_1,38.59542582601985,0.984803013476162,0.0022022721035028594
Patient_025_5_aug_3,32.786812598667055,0.9568376440625362,0.005419263652726716
Patient_025_6_aug_2,39.78091669220404,0.9879497453031387,0.0016927083333333334
Patient_026_1_aug_1,39.875972965684674,0.9907624254456721,0.0012107699525122546
Patient_026_1_aug_2,34.80805804103143,0.9618661810046724,0.004155397103502858
Patient_026_1_aug_3,38.918308130617305,0.9888519327008165,0.0015522476894403597
Patient_026_2_aug_1,40.33526127656887,0.9887793085439434,0.0012121861277062907
Patient_026_2_aug_2,43.12807382884968,0.9913953918403298,0.0008350646573733661
Patient_026_2_aug_3,43.204129417718065,0.9937297656058135,0.0009655921287785948
Patient_026_3_aug_1,33.14050430330464,0.9790652480265004,0.0037894255195567816
Patient_026_3_aug_3,41.76073771361115,0.9905615002683555,0.0010545119740604577
Patient_027_5_aug_1,35.51393946082112,0.964801481574375,0.003372790766697304
Patient_027_5_aug_2,32.87057734151605,0.947950004714914,0.0054675931244893795
Patient_027_5_aug_3,36.560177461070495,0.9856550074694844,0.00259255801930147
Patient_027_6_aug_1,35.858875024147935,0.9872315813534217,0.002471265605851715
Patient_027_6_aug_2,37.378119632253,0.9849659155605425,0.0020419052223754086
Patient_027_6_aug_3,28.656804425015658,0.9242112338857634,0.008306824927236521
Patient_028_10_aug_1,35.31492199736136,0.9679806929317843,0.0033376057942708323
Patient_028_10_aug_2,32.8105001484198,0.978965401397519,0.006574344011693222
Patient_028_10_aug_3,33.01956041504964,0.9454823890312037,0.006050778058619279
Patient_028_1_aug_1,37.35372763540036,0.9864159849717703,0.0022036882786968946
Patient_028_1_aug_2,38.27516246429837,0.9909543521378278,0.0017304065180759802
Patient_028_1_aug_3,35.79880559431596,0.98935736671957,0.002187332452512254
Patient_028_8_aug_1,37.3290347461505,0.9792462253091657,0.0023111380782781864
Patient_028_8_aug_2,35.97126756309635,0.9716005218261934,0.002827702939899918
Patient_028_8_aug_3,36.97201711302084,0.981186874391923,0.0022794237323835787
Patient_028_9_aug_1,31.96335467063473,0.984312892833335,0.0031341153811785135
Patient_028_9_aug_2,37.16078465844022,0.9908637773042533,0.0018041673049428106
Patient_028_9_aug_3,35.633607586222176,0.9802719806626777,0.0030249302683312915
Patient_029_4_aug_1,33.20755855182566,0.9695152532494177,0.0035226260914522065
Patient_029_4_aug_2,35.402980348125574,0.9752333225401512,0.002879742391748366
Patient_029_4_aug_3,34.886859866117085,0.9665904636376778,0.0032151166130514708
Patient_029_6_aug_1,37.799895869245866,0.9850201604211816,0.001753085267310049
Patient_029_6_aug_2,38.696774927673445,0.9921477264694785,0.0016652624591503267
Patient_029_6_aug_3,29.998150424897542,0.9617360820871296,0.004797143873825572
Patient_030_5_aug_1,39.42457510564919,0.9841416542919516,0.0016838721979677285
Patient_030_5_aug_2,40.7934947368509,0.987673211349116,0.001195391486672794
Patient_030_5_aug_3,38.79391957098744,0.9783323240720548,0.0018478892207924836
Patient_030_6_aug_1,37.8460869544748,0.9937664214279757,0.0011000689338235294
Patient_030_7_aug_1,38.39213659547967,0.9840847434577836,0.0015659706265318627
Patient_030_7_aug_2,44.40932685454902,0.9939582786922324,0.0007771211511948529
Patient_030_7_aug_3,35.6522886513111,0.9858849223929608,0.0031176598243464054
Patient_031_4_aug_1,32.61836028776135,0.9365290629324642,0.00626733318652982
Patient_031_4_aug_2,34.55287897314968,0.97316047520068,0.0038688908994587413
Patient_031_4_aug_3,36.440091309646206,0.9853458965785947,0.002090493993821487
Patient_032_1_aug_1,35.02464027853467,0.9777257892080401,0.0033328586154513884
Patient_032_1_aug_2,32.09360492951542,0.9784411384430252,0.003430076050602533
Patient_032_1_aug_3,36.33666644303293,0.9896540423969838,0.0015624202154820267
Patient_032_5_aug_1,35.75095090733149,0.9811161539303752,0.0021672267539828427
Patient_032_5_aug_2,41.07957203594076,0.9922181233590243,0.0008806814555249182
Patient_032_5_aug_3,36.725415600450624,0.9872962062834071,0.003964991351358248
Patient_032_6_aug_1,32.95085496333976,0.9646414197749106,0.006678602430555555
Patient_032_6_aug_2,38.34246036010256,0.9872401713684953,0.0012689927045036766
Patient_032_6_aug_3,30.52507948788854,0.9832798790749527,0.00581515443091299
Patient_033_4_aug_1,37.378517142544545,0.9870113425570892,0.0021902246412888074
Patient_033_4_aug_2,29.865098526281578,0.9563592264475388,0.00493854198580474
Patient_033_4_aug_3,33.07628967409372,0.9832486879948812,0.0034079557929942808
Patient_033_5_aug_1,35.45748066535868,0.9778881334527343,0.002584479836856618
Patient_033_5_aug_3,36.771622978388805,0.988960062797673,0.0018626294104881532
